Timestamp,datetime,close,volume
1522659600,"2018-04-02 09:00:00",7058.13956419,2490.1079822
1522656000,"2018-04-02 08:00:00",7048.42660365,4882.32906932
1522652400,"2018-04-02 07:00:00",6919.88960943,794.99248315
1522648800,"2018-04-02 06:00:00",6885.57620218,1051.74069469
1522645200,"2018-04-02 05:00:00",6954.03547372,1770.8062313
1522641600,"2018-04-02 04:00:00",6976.5326199,1187.00370686
1522638000,"2018-04-02 03:00:00",6946.11772923,1041.45411168
1522634400,"2018-04-02 02:00:00",6977.03354785,2593.52157562
1522630800,"2018-04-02 01:00:00",6930.29834469,5369.31109477
1522627200,"2018-04-02 00:00:00",6798.04762525,949.66909276
1522623600,"2018-04-01 23:00:00",6792.20669663,1545.17155354
1522620000,"2018-04-01 22:00:00",6836.00272983,1473.54366293
1522616400,"2018-04-01 21:00:00",6896.2941396,1442.47803665
1522612800,"2018-04-01 20:00:00",6915.0251395,4084.99285779
1522609200,"2018-04-01 19:00:00",6792.42947595,2334.07519272
1522605600,"2018-04-01 18:00:00",6823.41384512,2310.43074145
1522602000,"2018-04-01 17:00:00",6734.79514764,9466.08742581
1522598400,"2018-04-01 16:00:00",6496.29290866,1677.28380127
1522594800,"2018-04-01 15:00:00",6495.32313798,4813.23411372
1522591200,"2018-04-01 14:00:00",6580.35227567,3869.05846741
1522587600,"2018-04-01 13:00:00",6707.2192508,1135.39478095
1522584000,"2018-04-01 12:00:00",6679.8157851,1681.10085273
1522580400,"2018-04-01 11:00:00",6700.39553686,1230.60999439
1522576800,"2018-04-01 10:00:00",6681.41917672,3282.35081843
1522573200,"2018-04-01 09:00:00",6710.11679165,1401.09930286
1522569600,"2018-04-01 08:00:00",6739.7730811,4695.91428846
1522566000,"2018-04-01 07:00:00",6854.67450207,1974.5855714
1522562400,"2018-04-01 06:00:00",6930.27607439,843.37662225
1522558800,"2018-04-01 05:00:00",6942.213293,622.08427828
1522555200,"2018-04-01 04:00:00",6931.03217947,821.75962298
1522551600,"2018-04-01 03:00:00",6950.46767341,886.61504344
1522548000,"2018-04-01 02:00:00",7015.273428,682.90845058
1522544400,"2018-04-01 01:00:00",6990.65424503,1464.43685427
1522540800,"2018-04-01 00:00:00",6922.05081573,732.51099583
1522537200,"2018-03-31 23:00:00",6939.26801764,1014.54856253
1522533600,"2018-03-31 22:00:00",6905.79890236,2715.881373
1522530000,"2018-03-31 21:00:00",6932.04711258,2689.08826746
1522526400,"2018-03-31 20:00:00",7017.24627938,1364.19464347
1522522800,"2018-03-31 19:00:00",7081.58613664,1413.16251736
1522519200,"2018-03-31 18:00:00",7098.36100171,2155.89303763
1522515600,"2018-03-31 17:00:00",7128.49996457,1883.22210462
1522512000,"2018-03-31 16:00:00",7047.64999065,906.86794797
1522508400,"2018-03-31 15:00:00",7027.94139312,1982.20772292
1522504800,"2018-03-31 14:00:00",7107.52441101,2507.78335159
1522501200,"2018-03-31 13:00:00",7141.74152401,12235.55998001
1522497600,"2018-03-31 12:00:00",7099.86447233,3766.39295607
1522494000,"2018-03-31 11:00:00",7104.35329987,11639.65322829
1522490400,"2018-03-31 10:00:00",6961.65367698,2987.66480638
1522486800,"2018-03-31 09:00:00",6904.03736296,2194.73994779
1522483200,"2018-03-31 08:00:00",6814.24813126,1503.15418783
1522479600,"2018-03-31 07:00:00",6864.14326569,2043.74067191
1522476000,"2018-03-31 06:00:00",6928.97732606,1529.93912265
1522472400,"2018-03-31 05:00:00",7010.65228362,873.33263891
1522468800,"2018-03-31 04:00:00",7001.246064,2187.35865709
1522465200,"2018-03-31 03:00:00",7047.30628442,1977.64668781
1522461600,"2018-03-31 02:00:00",7034.30152731,2533.97179028
1522458000,"2018-03-31 01:00:00",6979.45336258,2833.46596914
1522454400,"2018-03-31 00:00:00",6838.91911104,1172.11112686
1522450800,"2018-03-30 23:00:00",6807.79456747,1660.22788665
1522447200,"2018-03-30 22:00:00",6885.95766427,1719.11492433
1522443600,"2018-03-30 21:00:00",6826.35197839,2395.81595258
1522440000,"2018-03-30 20:00:00",6793.67978387,3317.51628759
1522436400,"2018-03-30 19:00:00",6699.03502787,2744.98068887
1522432800,"2018-03-30 18:00:00",6643.88405073,6926.9203813
1522429200,"2018-03-30 17:00:00",6688.28014096,12533.76117226
1522425600,"2018-03-30 16:00:00",6727.51122537,7183.57520937
1522422000,"2018-03-30 15:00:00",6879.69162249,1553.74627603
1522418400,"2018-03-30 14:00:00",6922.95799577,2963.57699827
1522414800,"2018-03-30 13:00:00",6987.5070275,1699.4228888
1522411200,"2018-03-30 12:00:00",6964.26466425,2096.26349883
1522407600,"2018-03-30 11:00:00",7015.95511913,4027.82451966
1522404000,"2018-03-30 10:00:00",7086.75002228,1971.18483353
1522400400,"2018-03-30 09:00:00",7188.26113311,3852.64920471
1522396800,"2018-03-30 08:00:00",7150.78831436,4578.78749275
1522393200,"2018-03-30 07:00:00",7098.40687976,4150.7138055
1522389600,"2018-03-30 06:00:00",6958.43360576,8369.82050967
1522386000,"2018-03-30 05:00:00",6704.55201873,5547.56141234
1522382400,"2018-03-30 04:00:00",6858.83624749,4230.77088227
1522378800,"2018-03-30 03:00:00",6831.58084412,4642.0482598
1522375200,"2018-03-30 02:00:00",6774.06515783,10034.23499331
1522371600,"2018-03-30 01:00:00",6935.30195351,8295.09900093
1522368000,"2018-03-30 00:00:00",7126.4936741,3147.49381786
1522364400,"2018-03-29 23:00:00",7185.67761659,7923.87585456
1522360800,"2018-03-29 22:00:00",7078.04012444,15942.82182053
1522357200,"2018-03-29 21:00:00",7227.04154606,7171.66405379
1522353600,"2018-03-29 20:00:00",7395.29450825,1398.3348336
1522350000,"2018-03-29 19:00:00",7429.62070413,940.31283074
1522346400,"2018-03-29 18:00:00",7467.62976234,1034.44383618
1522342800,"2018-03-29 17:00:00",7512.61336252,2484.56240106
1522339200,"2018-03-29 16:00:00",7418.09583962,1781.56091611
1522335600,"2018-03-29 15:00:00",7383.28974434,4736.36658025
1522332000,"2018-03-29 14:00:00",7488.93948332,1494.05188423
1522328400,"2018-03-29 13:00:00",7511.54242235,1605.27326507
1522324800,"2018-03-29 12:00:00",7465.84631121,1993.85945113
1522321200,"2018-03-29 11:00:00",7474.81138292,2151.42671126
1522317600,"2018-03-29 10:00:00",7514.42323625,1401.46817414
1522314000,"2018-03-29 09:00:00",7523.29595452,2059.21789987
1522310400,"2018-03-29 08:00:00",7532.77842235,2824.49158289
1522306800,"2018-03-29 07:00:00",7577.80920128,2709.40028329
1522303200,"2018-03-29 06:00:00",7594.58913361,4019.49119657
1522299600,"2018-03-29 05:00:00",7668.6326205,7400.73938653
1522296000,"2018-03-29 04:00:00",7862.69409849,1009.69639236
1522292400,"2018-03-29 03:00:00",7878.26970571,636.41101423
1522288800,"2018-03-29 02:00:00",7914.47331376,699.95634247
1522285200,"2018-03-29 01:00:00",7927.07882612,413.62235661
1522281600,"2018-03-29 00:00:00",7939.34916898,399.59330609
1522278000,"2018-03-28 23:00:00",7968.53612998,1365.88020125
1522274400,"2018-03-28 22:00:00",7866.53908097,953.84323163
1522270800,"2018-03-28 21:00:00",7913.1790511,689.18687767
1522267200,"2018-03-28 20:00:00",7908.89116142,597.49384144
1522263600,"2018-03-28 19:00:00",7911.39972556,517.63894854
1522260000,"2018-03-28 18:00:00",7901.26023893,828.77632647
1522256400,"2018-03-28 17:00:00",7880.52592545,1251.78703651
1522252800,"2018-03-28 16:00:00",7855.62842778,2862.08489321
1522249200,"2018-03-28 15:00:00",7924.25463439,2418.2311009
1522245600,"2018-03-28 14:00:00",8032.98049886,1111.95438254
1522242000,"2018-03-28 13:00:00",8026.81483674,1780.41516223
1522238400,"2018-03-28 12:00:00",8065.68561917,2302.41213166
1522234800,"2018-03-28 11:00:00",8065.6190636,1830.4574496
1522231200,"2018-03-28 10:00:00",8017.72771477,4372.14709976
1522227600,"2018-03-28 09:00:00",7883.70183104,715.46915644
1522224000,"2018-03-28 08:00:00",7908.37307099,1388.17329936
1522220400,"2018-03-28 07:00:00",7885.34952839,899.56107439
1522216800,"2018-03-28 06:00:00",7838.78706579,566.02506786
1522213200,"2018-03-28 05:00:00",7842.83618992,814.8474547
1522209600,"2018-03-28 04:00:00",7858.46095529,1080.05081341
1522206000,"2018-03-28 03:00:00",7785.06269894,1441.19337706
1522202400,"2018-03-28 02:00:00",7803.03280926,1459.96896233
1522198800,"2018-03-28 01:00:00",7758.02824367,3391.15077394
1522195200,"2018-03-28 00:00:00",7833.27484739,3018.68577475
1522191600,"2018-03-27 23:00:00",7945.75537376,1365.94680402
1522188000,"2018-03-27 22:00:00",7996.49119784,968.55198329
1522184400,"2018-03-27 21:00:00",7949.30468842,1968.26866888
1522180800,"2018-03-27 20:00:00",7868.27972826,1096.26471819
1522177200,"2018-03-27 19:00:00",7882.57188619,1417.20773255
1522173600,"2018-03-27 18:00:00",7953.85130045,3058.18295815
1522170000,"2018-03-27 17:00:00",8087.42083396,1195.04474945
1522166400,"2018-03-27 16:00:00",8086.962852,2693.08886132
1522162800,"2018-03-27 15:00:00",8061.61040361,2056.08448128
1522159200,"2018-03-27 14:00:00",8017.89123984,2398.67164291
1522155600,"2018-03-27 13:00:00",7931.28946082,1651.27484924
1522152000,"2018-03-27 12:00:00",7917.43746615,1551.42458288
1522148400,"2018-03-27 11:00:00",7985.90341245,1474.78859112
1522144800,"2018-03-27 10:00:00",7918.7332301,1218.76512699
1522141200,"2018-03-27 09:00:00",7927.7458875,2100.06220369
1522137600,"2018-03-27 08:00:00",7894.10784389,1737.55747808
1522134000,"2018-03-27 07:00:00",7954.40150948,2553.69605019
1522130400,"2018-03-27 06:00:00",7845.59773663,3303.56836524
1522126800,"2018-03-27 05:00:00",7795.60230652,3210.00628028
1522123200,"2018-03-27 04:00:00",7860.49726629,2297.03353057
1522119600,"2018-03-27 03:00:00",7918.95659713,4799.9413401
1522116000,"2018-03-27 02:00:00",8111.68541508,1542.57774921
1522112400,"2018-03-27 01:00:00",8177.1909802,1664.25721267
1522108800,"2018-03-27 00:00:00",8192.15574021,1858.57035089
1522105200,"2018-03-26 23:00:00",8113.27159869,6682.45702543
1522101600,"2018-03-26 22:00:00",7875.67966118,1283.03704607
1522098000,"2018-03-26 21:00:00",7897.7198589,1464.81293759
1522094400,"2018-03-26 20:00:00",7920.48914758,2114.97219213
1522090800,"2018-03-26 19:00:00",7909.9832669,1805.17101103
1522087200,"2018-03-26 18:00:00",7949.73593477,7513.50440962
1522083600,"2018-03-26 17:00:00",8080.52896732,1204.07412732
1522080000,"2018-03-26 16:00:00",8081.19116006,910.24291212
1522076400,"2018-03-26 15:00:00",8068.62220092,3235.82976841
1522072800,"2018-03-26 14:00:00",8112.58558823,1711.1326484
1522069200,"2018-03-26 13:00:00",8096.11134601,3420.61543867
1522065600,"2018-03-26 12:00:00",8115.9708402,7020.80608397
1522062000,"2018-03-26 11:00:00",8264.65099282,3056.00387436
1522058400,"2018-03-26 10:00:00",8303.27995368,4122.87692846
1522054800,"2018-03-26 09:00:00",8399.8053563,716.18361369
1522051200,"2018-03-26 08:00:00",8406.2252717,1153.93357461
1522047600,"2018-03-26 07:00:00",8439.93083349,549.6342746
1522044000,"2018-03-26 06:00:00",8457.30825888,515.54157758
1522040400,"2018-03-26 05:00:00",8448.07800824,540.37534401
1522036800,"2018-03-26 04:00:00",8439.78681545,941.05764815
1522033200,"2018-03-26 03:00:00",8424.09627051,875.92827323
1522029600,"2018-03-26 02:00:00",8390.6099121,1366.10179128
1522026000,"2018-03-26 01:00:00",8385.41655224,2045.22476522
1522022400,"2018-03-26 00:00:00",8417.93269831,2395.14304694
1522018800,"2018-03-25 23:00:00",8509.85137476,3199.3611734
1522015200,"2018-03-25 22:00:00",8597.0945815,398.46463398
1522011600,"2018-03-25 21:00:00",8568.63356852,842.94834604
1522008000,"2018-03-25 20:00:00",8625.42800993,927.63248549
1522004400,"2018-03-25 19:00:00",8607.76748513,1665.75486666
1522000800,"2018-03-25 18:00:00",8517.74061855,747.68664043
1521997200,"2018-03-25 17:00:00",8526.71136224,861.25847482
1521993600,"2018-03-25 16:00:00",8503.09092826,1420.32106994
1521990000,"2018-03-25 15:00:00",8583.01608096,1321.1118747
1521986400,"2018-03-25 14:00:00",8527.70309071,1111.74048672
1521982800,"2018-03-25 13:00:00",8467.39352224,1218.37839296
1521979200,"2018-03-25 12:00:00",8414.2178527,1822.16529255
1521975600,"2018-03-25 11:00:00",8459.55660651,1067.31960643
1521972000,"2018-03-25 10:00:00",8503.73439098,1008.59703771
1521968400,"2018-03-25 09:00:00",8537.15686278,1159.29285136
1521964800,"2018-03-25 08:00:00",8435.54158306,2002.20865445
1521961200,"2018-03-25 07:00:00",8520.61368264,833.92206295
1521957600,"2018-03-25 06:00:00",8560.59507463,843.3101542
1521954000,"2018-03-25 05:00:00",8522.55574636,542.77188362
1521950400,"2018-03-25 04:00:00",8497.3859059,1440.18792444
1521946800,"2018-03-25 03:00:00",8513.47794852,789.54414924
1521943200,"2018-03-25 02:00:00",8539.36823933,1397.62435447
1521939600,"2018-03-25 01:00:00",8520.04638284,1493.22744223
1521936000,"2018-03-25 00:00:00",8560.7823385,2668.48382015
1521932400,"2018-03-24 23:00:00",8632.89846143,4050.7985789
1521928800,"2018-03-24 22:00:00",8729.90708326,4997.45612671
1521925200,"2018-03-24 21:00:00",8944.94084326,923.11446022
1521921600,"2018-03-24 20:00:00",8908.04629156,784.46968206
1521918000,"2018-03-24 19:00:00",8893.82844933,700.41425391
1521914400,"2018-03-24 18:00:00",8883.34133521,1302.25518714
1521910800,"2018-03-24 17:00:00",8926.36431728,1046.32714812
1521907200,"2018-03-24 16:00:00",8959.56118891,1282.26687832
1521903600,"2018-03-24 15:00:00",8971.38546783,3156.39134556
1521900000,"2018-03-24 14:00:00",8861.97162766,921.92775074
1521896400,"2018-03-24 13:00:00",8771.3813663,2258.96575325
1521892800,"2018-03-24 12:00:00",8743.16826651,974.68248709
1521889200,"2018-03-24 11:00:00",8753.86425814,4438.65444851
1521885600,"2018-03-24 10:00:00",8889.03714812,781.90961621
1521882000,"2018-03-24 09:00:00",8896.05356898,869.92881313
1521878400,"2018-03-24 08:00:00",8924.76570494,1220.59156783
1521874800,"2018-03-24 07:00:00",8877.48506292,622.24207289
1521871200,"2018-03-24 06:00:00",8900.05886635,1202.4080957
1521867600,"2018-03-24 05:00:00",8916.71265346,864.78412162
1521864000,"2018-03-24 04:00:00",8885.45299331,502.0835118
1521860400,"2018-03-24 03:00:00",8859.03311604,831.33448764
1521856800,"2018-03-24 02:00:00",8869.36342301,883.39869389
1521853200,"2018-03-24 01:00:00",8919.40442576,6881.01646677
1521849600,"2018-03-24 00:00:00",8788.45190696,3458.33163008
1521846000,"2018-03-23 23:00:00",8656.97311571,1385.10894182
1521842400,"2018-03-23 22:00:00",8637.07887614,574.46673025
1521838800,"2018-03-23 21:00:00",8591.98123718,1050.0976849
1521835200,"2018-03-23 20:00:00",8610.75735203,615.97732983
1521831600,"2018-03-23 19:00:00",8650.21717668,2944.67395403
1521828000,"2018-03-23 18:00:00",8627.59293353,999.53027613
1521824400,"2018-03-23 17:00:00",8610.6213541,2231.37448187
1521820800,"2018-03-23 16:00:00",8625.68409682,3182.48424781
1521817200,"2018-03-23 15:00:00",8497.74422855,3765.39676495
1521813600,"2018-03-23 14:00:00",8317.23208589,1316.42762874
1521810000,"2018-03-23 13:00:00",8368.1010576,2494.89982715
1521806400,"2018-03-23 12:00:00",8480.25715811,667.20631769
1521802800,"2018-03-23 11:00:00",8467.56081437,975.32814765
1521799200,"2018-03-23 10:00:00",8501.51642909,1380.36458639
1521795600,"2018-03-23 09:00:00",8474.03328779,1916.81792158
1521792000,"2018-03-23 08:00:00",8394.49174238,1909.60667667
1521788400,"2018-03-23 07:00:00",8400.02913508,1827.6404197
1521784800,"2018-03-23 06:00:00",8375.15781949,991.45823315
1521781200,"2018-03-23 05:00:00",8419.41657253,1307.89402555
1521777600,"2018-03-23 04:00:00",8383.46695748,1641.24832712
1521774000,"2018-03-23 03:00:00",8434.92376392,4345.76791557
1521770400,"2018-03-23 02:00:00",8602.48551371,2433.35487385
1521766800,"2018-03-23 01:00:00",8677.5070035,946.46348815
1521763200,"2018-03-23 00:00:00",8717.9863329,1716.06198474
1521759600,"2018-03-22 23:00:00",8673.57480162,1340.88870976
1521756000,"2018-03-22 22:00:00",8578.89774201,1593.45314402
1521752400,"2018-03-22 21:00:00",8584.18853188,1369.87345194
1521748800,"2018-03-22 20:00:00",8603.31927089,1731.95124916
1521745200,"2018-03-22 19:00:00",8648.66522825,1666.98688804
1521741600,"2018-03-22 18:00:00",8623.33055688,1431.11673024
1521738000,"2018-03-22 17:00:00",8609.95344012,1588.55304949
1521734400,"2018-03-22 16:00:00",8529.59737448,5289.9950512
1521730800,"2018-03-22 15:00:00",8548.7790955,3881.70771791
1521727200,"2018-03-22 14:00:00",8627.44227833,2397.65970897
1521723600,"2018-03-22 13:00:00",8699.42474144,1674.16382332
1521720000,"2018-03-22 12:00:00",8677.45292618,2978.38102651
1521716400,"2018-03-22 11:00:00",8672.02286788,9860.12043757
1521712800,"2018-03-22 10:00:00",8822.20179578,4818.37264303
1521709200,"2018-03-22 09:00:00",8971.18076876,977.08644573
1521705600,"2018-03-22 08:00:00",8947.33337373,1460.37969651
1521702000,"2018-03-22 07:00:00",9007.72161088,620.24936217
1521698400,"2018-03-22 06:00:00",9010.52824732,529.39729013
1521694800,"2018-03-22 05:00:00",8999.27890182,434.17955681
1521691200,"2018-03-22 04:00:00",9041.33182442,1682.66278293
1521687600,"2018-03-22 03:00:00",9051.53355814,903.31668403
1521684000,"2018-03-22 02:00:00",9048.04036154,1916.71454039
1521680400,"2018-03-22 01:00:00",8957.20642036,2094.68708914
1521676800,"2018-03-22 00:00:00",8866.43584257,1509.06902202
1521673200,"2018-03-21 23:00:00",8884.11581772,1373.22277421
1521669600,"2018-03-21 22:00:00",8915.51304382,751.36900079
1521666000,"2018-03-21 21:00:00",8870.1244433,1020.23703061
1521662400,"2018-03-21 20:00:00",8911.90077832,1103.86757711
1521658800,"2018-03-21 19:00:00",8867.33435412,1730.08526809
1521655200,"2018-03-21 18:00:00",8815.64791171,3568.90864478
1521651600,"2018-03-21 17:00:00",8902.61181244,8411.08149049
1521648000,"2018-03-21 16:00:00",9123.33629086,3525.3732369
1521644400,"2018-03-21 15:00:00",9061.24792571,1746.72815478
1521640800,"2018-03-21 14:00:00",9028.03852332,1049.84311013
1521637200,"2018-03-21 13:00:00",9047.41519794,578.44599465
1521633600,"2018-03-21 12:00:00",8999.40628923,0
1521630000,"2018-03-21 11:00:00",8999.40628923,0
1521626400,"2018-03-21 10:00:00",8999.40628923,684.44454818
1521622800,"2018-03-21 09:00:00",8940.80157256,1617.55679569
1521619200,"2018-03-21 08:00:00",8990.06090697,2441.93040082
1521615600,"2018-03-21 07:00:00",9031.28225416,1205.29746714
1521612000,"2018-03-21 06:00:00",9072.04464089,1017.33323507
1521608400,"2018-03-21 05:00:00",9071.92432947,2726.51546829
1521604800,"2018-03-21 04:00:00",8990.28822463,1609.06197982
1521601200,"2018-03-21 03:00:00",8962.70627817,1212.43036287
1521597600,"2018-03-21 02:00:00",8957.79925739,1442.46812066
1521594000,"2018-03-21 01:00:00",8894.0649669,1611.12154383
1521590400,"2018-03-21 00:00:00",8883.64029155,1790.59212151
1521586800,"2018-03-20 23:00:00",8947.29091729,1232.39795475
1521583200,"2018-03-20 22:00:00",8923.31744157,1892.28361462
1521579600,"2018-03-20 21:00:00",8960.58855154,4413.12127214
1521576000,"2018-03-20 20:00:00",8907.78624181,2797.21253976
1521572400,"2018-03-20 19:00:00",8826.24229684,2074.07280848
1521568800,"2018-03-20 18:00:00",8824.11461415,3698.20283372
1521565200,"2018-03-20 17:00:00",8740.19414551,7440.6865184
1521561600,"2018-03-20 16:00:00",8556.56627213,2545.87187932
1521558000,"2018-03-20 15:00:00",8494.79577538,1253.68104643
1521554400,"2018-03-20 14:00:00",8511.19193727,1617.72195277
1521550800,"2018-03-20 13:00:00",8544.78578924,2070.88827516
1521547200,"2018-03-20 12:00:00",8521.9822881,1555.55220754
1521543600,"2018-03-20 11:00:00",8467.00033753,1131.81522645
1521540000,"2018-03-20 10:00:00",8401.55715423,1612.7837293
1521536400,"2018-03-20 09:00:00",8363.38601427,1721.56667369
1521532800,"2018-03-20 08:00:00",8434.66036422,1556.15898901
1521529200,"2018-03-20 07:00:00",8492.13550149,822.24792324
1521525600,"2018-03-20 06:00:00",8432.00109943,1184.0688319
1521522000,"2018-03-20 05:00:00",8501.20130602,2284.55530391
1521518400,"2018-03-20 04:00:00",8600.77992988,2945.39530543
1521514800,"2018-03-20 03:00:00",8553.10545304,2516.56669178
1521511200,"2018-03-20 02:00:00",8479.55548864,1765.72680202
1521507600,"2018-03-20 01:00:00",8496.94996724,2196.94720437
1521504000,"2018-03-20 00:00:00",8526.06099557,2387.01185094
1521500400,"2018-03-19 23:00:00",8481.6274674,2027.20872824
1521496800,"2018-03-19 22:00:00",8418.26757622,1325.22595853
1521493200,"2018-03-19 21:00:00",8421.57184608,3576.40933209
1521489600,"2018-03-19 20:00:00",8376.65188282,2363.80864816
1521486000,"2018-03-19 19:00:00",8345.60790515,2430.54591708
1521482400,"2018-03-19 18:00:00",8322.87343166,5083.88538617
1521478800,"2018-03-19 17:00:00",8535.59270438,3210.34695273
1521475200,"2018-03-19 16:00:00",8554.94198229,2162.79433653
1521471600,"2018-03-19 15:00:00",8608.91659389,7211.62295197
1521468000,"2018-03-19 14:00:00",8460.43265117,7082.95179711
1521464400,"2018-03-19 13:00:00",8273.30477673,1487.20745297
1521460800,"2018-03-19 12:00:00",8300.7446411,2264.67819043
1521457200,"2018-03-19 11:00:00",8160.71478819,3037.10284073
1521453600,"2018-03-19 10:00:00",8219.58750608,2983.33555989
1521450000,"2018-03-19 09:00:00",8349.50388323,1937.08948937
1521446400,"2018-03-19 08:00:00",8287.03707051,1055.78460992
1521442800,"2018-03-19 07:00:00",8318.98587398,2230.14371528
1521439200,"2018-03-19 06:00:00",8283.50272166,1916.31903139
1521435600,"2018-03-19 05:00:00",8202.94720486,1033.54316585
1521432000,"2018-03-19 04:00:00",8180.72341037,1241.07330148
1521428400,"2018-03-19 03:00:00",8226.34436053,1754.41521418
1521424800,"2018-03-19 02:00:00",8189.09555811,5326.63418367
1521421200,"2018-03-19 01:00:00",8376.1095894,7624.24185423
1521417600,"2018-03-19 00:00:00",8195.52163949,3532.09333222
1521414000,"2018-03-18 23:00:00",8140.32032006,5745.30130357
1521410400,"2018-03-18 22:00:00",7989.79444691,11204.69633444
1521406800,"2018-03-18 21:00:00",7570.80274106,4505.18986352
1521403200,"2018-03-18 20:00:00",7457.13018763,2106.39850321
1521399600,"2018-03-18 19:00:00",7515.27265302,2499.447116
1521396000,"2018-03-18 18:00:00",7440.34327212,2692.97918831
1521392400,"2018-03-18 17:00:00",7389.19539375,3874.44427849
1521388800,"2018-03-18 16:00:00",7421.45101645,3211.97578044
1521385200,"2018-03-18 15:00:00",7406.26991483,11779.74628463
1521381600,"2018-03-18 14:00:00",7598.22708787,3411.04299989
1521378000,"2018-03-18 13:00:00",7748.90593468,2289.7904604
1521374400,"2018-03-18 12:00:00",7679.58257893,3663.58880846
1521370800,"2018-03-18 11:00:00",7593.69719354,3678.43165214
1521367200,"2018-03-18 10:00:00",7695.01555941,1393.4905595
1521363600,"2018-03-18 09:00:00",7737.44964036,1760.97351232
1521360000,"2018-03-18 08:00:00",7698.69515577,1214.87659251
1521356400,"2018-03-18 07:00:00",7714.5196121,2082.94900596
1521352800,"2018-03-18 06:00:00",7611.48582125,1600.98774841
1521349200,"2018-03-18 05:00:00",7612.28641516,2359.12641173
1521345600,"2018-03-18 04:00:00",7659.37941829,3202.70071572
1521342000,"2018-03-18 03:00:00",7603.26837635,5900.08566182
1521338400,"2018-03-18 02:00:00",7741.07923562,1513.2470194
1521334800,"2018-03-18 01:00:00",7752.97645029,3382.77198038
1521331200,"2018-03-18 00:00:00",7876.95327309,2097.37917502
1521327600,"2018-03-17 23:00:00",7981.91298345,1996.15372091
1521324000,"2018-03-17 22:00:00",7962.87356901,4135.5675945
1521320400,"2018-03-17 21:00:00",7790.8445349,3137.69257366
1521316800,"2018-03-17 20:00:00",7780.09714909,2267.66854002
1521313200,"2018-03-17 19:00:00",7861.92528616,2136.11502509
1521309600,"2018-03-17 18:00:00",7922.09224361,1858.25708592
1521306000,"2018-03-17 17:00:00",7897.40198459,1283.77726245
1521302400,"2018-03-17 16:00:00",7886.65047527,4152.56991483
1521298800,"2018-03-17 15:00:00",8001.18303778,1711.61036823
1521295200,"2018-03-17 14:00:00",7984.76990632,2296.49627967
1521291600,"2018-03-17 13:00:00",8053.76315531,3839.94857899
1521288000,"2018-03-17 12:00:00",8248.14562918,745.70217734
1521284400,"2018-03-17 11:00:00",8243.96028516,536.00771856
1521280800,"2018-03-17 10:00:00",8281.18384483,953.92253492
1521277200,"2018-03-17 09:00:00",8256.58422281,2285.02702228
1521273600,"2018-03-17 08:00:00",8198.96197441,584.89164343
1521270000,"2018-03-17 07:00:00",8151.66098149,1530.0414026
